"provision_id","norm_id","norm_title","norm_type","hierarchy_level","jurisdiction","article","provision_text","topic","actor_mentioned","power_granted","duty_created","procedure_created","coordination_mechanism","enforcement_or_sanction","rights_safeguard","budget_or_resource_implication","relevance_to_ihr","relevance_to_pandemic_agreement","source_url","version_date"
"MEX_PROV_LATIME_ART009_001","MEX-001","Ley sobre la Aprobación de Tratados Internacionales en Materia Económica","federal law","4_federal_or_national_law","federal","Art. 9","Para la aprobación de algún tratado ya firmado deberá someterse al Senado junto con los siguientes documentos: I. Un escrito con todas las acciones administrativas para aplicar los objetivos que correspondan conforme al tratado de que se trate; II. Una explicación de cómo la aprobación del tratado afectará las leyes y reglamentos de México; III. Los rubros que México concedió durante la negociación; IV. La forma en que se cumplirán los objetivos que correspondan conforme al tratado firmado; V. La manera en que el tratado cumple con los intereses de México, y VI. Las reservas que los países miembros del tratado establecieron y las razones.","treaty approval; parliamentary oversight; treaties; administrative procedure","Senado; Ejecutivo Federal","None identified","Executive must submit to Senate: administrative actions for implementation, impact on Mexican laws and regulations, concessions granted, compliance plan, national interest justification, and reservations of member states","Procedure for Senate approval of signed treaties: mandatory documentation including legal impact assessment and implementation plan","None identified","None identified","None identified","None identified","Contextual — requirement to identify what Mexican laws must be modified is relevant for IHR/Pandemic Agreement compliance gap analysis","Indirect — mandatory legal impact assessment (fracción II) and implementation plan (fracción IV) required when approving Pandemic Agreement; directly relevant to NormTrace anchoring analysis","TBD_REVIEW","2004-09-02"
"MEX_PROV_LFPRH_ART001_001","MEX-006","Ley Federal de Presupuesto y Responsabilidad Hacendaria","federal law","4_federal_or_national_law","federal","Art. 1","La presente Ley es de orden público, y tiene por objeto reglamentar los artículos 74 fracción IV, 75, 126, 127 y 134 de la Constitución Política de los Estados Unidos Mexicanos, en materia de programación, presupuestación, aprobación, ejercicio, control y evaluación de los ingresos y egresos públicos federales. Los sujetos obligados a cumplir las disposiciones de esta Ley deberán observar que la administración de los recursos públicos federales se realice con base en criterios de legalidad, honestidad, eficiencia, eficacia, economía, racionalidad, austeridad, transparencia, control, rendición de cuentas y equidad de género. La Auditoría fiscalizará el estricto cumplimiento de las disposiciones de esta Ley por parte de los sujetos obligados.","budget/finance; planning; transparency; parliamentary oversight","Ejecutivo Federal; SHCP; ASF","None identified","All federal spending entities must administer public resources under criteria of legality, honesty, efficiency, effectiveness, austerity, transparency, accountability and gender equity","Establishes full budget cycle: programming, budgeting, approval, exercise, control and evaluation of federal public revenues and expenditures","None identified","ASF (Auditoría Superior de la Federación) audits compliance; sanctions for violations apply under applicable provisions","None identified","Core framework governing programming and allocation of all federal public resources, including health sector","Indirect — governs budget framework that determines resource availability for IHR core capacity building, health emergency preparedness and National Focal Point operations","Indirect — financial sustainability of Pandemic Agreement national implementation obligations depends on this budgetary framework; relevant for evaluating capacity to fulfill Articles on financing and sustainable implementation","TBD_REVIEW","2026-04-09"
"MEX_PROV_LFPRH_ART004_001","MEX-006","Ley Federal de Presupuesto y Responsabilidad Hacendaria","federal law","4_federal_or_national_law","federal","Art. 4","El gasto público federal comprende las erogaciones por concepto de gasto corriente, incluyendo los pagos de pasivo de la deuda pública; inversión física; inversión financiera; así como responsabilidad patrimonial; que realizan los siguientes ejecutores de gasto: I. El Poder Legislativo; II. El Poder Judicial; III. Los entes autónomos; IV. Los tribunales administrativos; VI. La Presidencia de la República; VII. Las dependencias, y VIII. Las entidades. Los ejecutores de gasto antes mencionados están obligados a rendir cuentas por la administración de los recursos públicos en los términos de la presente Ley.","budget/finance; public administration","Ejecutivo Federal; Congreso de la Unión; SHCP; Secretaría de Salud","None identified","All gasto ejecutors — including Secretaría de Salud as dependency — are obligated to render accounts for public resources administration","None identified","None identified","None identified","None identified","Defines scope of federal public spending binding health sector including Secretaría de Salud and COFEPRIS as executing entities","Indirect — defines which entities are bound by budget discipline; directly relevant for sustainability of IHR core capacities that depend on health sector budget allocations","Indirect — budget accountability framework applicable to health entities managing pandemic-related resources","TBD_REVIEW","2026-04-09"
"MEX_PROV_LFPRH_ART006_001","MEX-006","Ley Federal de Presupuesto y Responsabilidad Hacendaria","federal law","4_federal_or_national_law","federal","Art. 6","El Ejecutivo Federal, por conducto de la Secretaría [SHCP], estará a cargo de la programación, presupuestación, evaluación y control presupuestario del gasto público federal correspondiente a las dependencias y entidades. Asimismo, la Función Pública, en términos de las disposiciones jurídicas que rigen sus funciones de control y auditoría, inspeccionará y vigilará el cumplimiento de las disposiciones de esta Ley.","budget/finance; planning; public administration","Ejecutivo Federal; SHCP","SHCP holds authority over programming, budgeting, evaluation and budgetary control of federal public spending for all dependencies and entities including Secretaría de Salud","None identified","None identified","Legislative and Judicial powers and autonomous entities coordinate with SHCP for programming and budgeting","Secretaría de la Función Pública inspects and monitors compliance","None identified","SHCP controls programming and budgetary control for all health sector entities; conditions resource availability for IHR and pandemic preparedness","Indirect — SHCP control over health sector budget is a structural determinant of IHR core capacity sustainability","Indirect — central authority over health budget programming determines feasibility of sustained Pandemic Agreement implementation","TBD_REVIEW","2026-04-09"
"MEX_PROV_LFPRH_ART024_001","MEX-006","Ley Federal de Presupuesto y Responsabilidad Hacendaria","federal law","4_federal_or_national_law","federal","Art. 24","La programación y presupuestación del gasto público comprende: I. Las actividades que deberán realizar las dependencias y entidades para dar cumplimiento a los objetivos, políticas, estrategias, prioridades y metas con base en indicadores de desempeño, contenidos en los programas que se derivan del Plan Nacional de Desarrollo y, en su caso, de las directrices que el Ejecutivo Federal expida en tanto se elabore dicho Plan, en los términos de la Ley de Planeación; II. Las previsiones de gasto público para cubrir los recursos humanos, materiales, financieros y de otra índole, necesarios para el desarrollo de las actividades señaladas en la fracción anterior.","budget/finance; planning","Ejecutivo Federal; SHCP; Secretaría de Salud","None identified","All federal dependencies and entities must plan and budget activities aligned with PND objectives and performance indicators; spending projections must cover human, material and financial resources","Annual programming and budgeting cycle tied to National Development Plan and sectoral programs","Coordination between Ley de Planeación framework and LFPRH budget programming through sectoral programs","None identified","None identified","Direct: establishes the binding link between planning instruments (PND, sectoral programs) and budget allocations for all federal entities including health sector","Indirect — IHR core capacities must be funded through programs derived from PND; this article conditions whether health emergency preparedness programs receive sustained budget allocations","Indirect — sustainable Pandemic Agreement national implementation requires programming of dedicated health resources under this framework","TBD_REVIEW","2026-04-09"
"MEX_PROV_LPLAN_ART001_001","MEX-010","Ley de Planeación","federal law","4_federal_or_national_law","federal","Art. 1","Las disposiciones de esta Ley son de orden público e interés social y tienen por objeto establecer: I. Las normas y principios básicos conforme a los cuales se llevará a cabo la Planeación Nacional del Desarrollo y encauzar, en función de ésta, las actividades de la administración Pública Federal; II. Las bases de integración y funcionamiento del Sistema Nacional de Planeación Democrática; III. Las bases para que el Ejecutivo Federal coordine las actividades de planeación de la Administración Pública Federal, así como la participación, en su caso, mediante convenio, de los órganos constitucionales autónomos y los gobiernos de las entidades federativas; V. Las bases de participación y consulta a la sociedad, incluyendo a los pueblos y comunidades indígenas. [Extraction note: article excerpt; manual review required]","planning; coordination; federalism; public administration","Ejecutivo Federal; entidades federativas","None identified","Establishes legal framework for National Development Planning; requires coordination between federal and state governments through convenios","National Democratic Planning System; participation and consultation procedures including indigenous peoples","Coordination between Federal Executive and state governments through conventions; participation of autonomous constitutional bodies","None identified","Participation and consultation of indigenous peoples and communities in planning","None identified","Indirect — National Planning System is the mechanism through which IHR implementation is programmatically embedded in health sectoral programs; coordination with states is essential for federated IHR capacity building","Indirect — Pandemic Agreement national implementation requires sustained planning; this law provides the legal basis for incorporating international health obligations into national and sectoral programs","TBD_REVIEW","2026-01-15"
"MEX_PROV_LPLAN_ART002_001","MEX-010","Ley de Planeación","federal law","4_federal_or_national_law","federal","Art. 2, fracción IV","La planeación deberá llevarse a cabo como un medio para el eficaz desempeño de la responsabilidad del Estado sobre el desarrollo equitativo, incluyente, integral, sustentable y sostenible del país. Para ello, estará basada en los siguientes principios: [...] IV. Las obligaciones del Estado de promover, respetar, proteger y garantizar los derechos humanos reconocidos en la Constitución y en los tratados internacionales de los que el Estado Mexicano sea parte. [Extraction note: article excerpt; manual review required for full list of principles]","planning; treaties; human rights safeguards; constitutional rights","Ejecutivo Federal","None identified","National planning must be based on the State's obligation to promote, respect, protect and guarantee human rights recognized in the Constitution and international treaties","None identified","None identified","None identified","Planning must observe human rights obligations from international treaties; creates normative bridge between international treaty commitments and domestic planning processes","None identified","Indirect — planning principles must include treaty obligations; IHR and Pandemic Agreement commitments should be reflected in sectoral health plans","Indirect — constitutional and treaty-based human rights obligations (including health) must guide national planning; provides legal basis for incorporating Pandemic Agreement obligations into PND and sectoral programs","TBD_REVIEW","2026-01-15"
"MEX_PROV_LPLAN_ART009_001","MEX-010","Ley de Planeación","federal law","4_federal_or_national_law","federal","Art. 9","Las dependencias y entidades de la Administración Pública Federal deberán planear y conducir sus actividades con perspectiva intercultural, de género y de respeto a los derechos humanos, con la finalidad de impulsar la igualdad sustantiva y la inclusión de grupos en situación de vulnerabilidad, así como con sujeción a los objetivos y prioridades de la planeación nacional de desarrollo. El Ejecutivo Federal, a través de la Secretaría de Hacienda y Crédito Público, dará seguimiento a los avances de las dependencias y entidades de la Administración Pública Federal en el logro de los objetivos y metas del Plan y sus programas.","planning; public administration; human rights safeguards; budget/finance","Ejecutivo Federal; SHCP; Secretaría de Salud","None identified","All federal dependencies and entities — including Secretaría de Salud — must plan and conduct activities with gender perspective, interculturality and human rights respect; SHCP must monitor progress","Monitoring by SHCP via Performance Evaluation System; publication in Transparency Budget Portal","SHCP monitors all federal entities' progress on PND goals including health sector","None identified","Intercultural and gender perspectives; inclusion of vulnerable groups; human rights respect in government activities","None identified","Indirect — Secretaría de Salud must plan IHR-related activities aligned with PND objectives; monitoring by SHCP conditions resource allocation for surveillance, emergency preparedness and points-of-entry capacities","Indirect — human rights and equity perspectives are core principles of Pandemic Agreement; this provision creates a legal basis for requiring that pandemic preparedness activities respect these principles in planning","TBD_REVIEW","2026-01-15"
"MEX_PROV_LPLAN_ART021_001","MEX-010","Ley de Planeación","federal law","4_federal_or_national_law","federal","Art. 21, párrafo 4","La vigencia del Plan no excederá del periodo constitucional del Presidente de la República. Sin perjuicio de lo anterior, deberá contener consideraciones y proyecciones de por lo menos veinte años, para lo cual tomará en consideración los objetivos generales de largo plazo que, en su caso, se establezcan conforme a los tratados internacionales y las leyes federales.","planning; treaties; coordination","Ejecutivo Federal; Cámara de Diputados","None identified","National Development Plan must incorporate long-term objectives established under international treaties and federal laws; Congress must approve the Plan within two months","President submits PND to Chamber of Deputies for approval within last business day of February of the year following inauguration; Chamber approves within two months","Congressional approval of PND includes verification that it incorporates constitutional national project objectives; international treaty obligations feed into 20-year projections","None identified","None identified","PND is binding on all federal entities and conditions multi-year budget programming","Indirect — IHR obligations should be incorporated into PND long-term projections for health sector; this is the key mechanism for sustained IHR capacity building","Indirect — Pandemic Agreement long-term obligations (national systems, capacities, financing) should be incorporated into PND 20-year planning horizon under this provision","TBD_REVIEW","2026-01-15"
"MEX_PROV_RLGS_INV_ART001_001","MEX-015","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","regulation","5_regulation","federal","Art. 1","Este Ordenamiento tiene por objeto proveer, en la esfera administrativa, al cumplimiento de la Ley General de Salud en lo referente a la investigación para la salud en los sectores público, social y privado. Es de aplicación en todo el territorio nacional y sus disposiciones son de orden público e interés social.","research for health; health authority; public administration","Secretaría de Salud","None identified","None identified","None identified","None identified","None identified","None identified","None identified","Indirect — operational basis for health research regulation; relevant for IHR laboratory capacity and surveillance research","Direct — primary regulation governing health research applicable to pandemic-related R&D, clinical trials, vaccine and diagnostic development under Mexican law","TBD_REVIEW","2014-04-02"
"MEX_PROV_RLGS_INV_ART003_001","MEX-015","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","regulation","5_regulation","federal","Art. 3","La investigación para la salud comprende el desarrollo de acciones que contribuyan: I. Al conocimiento de los procesos biológicos y psicológicos en los seres humanos; II. Al conocimiento de los vínculos entre las causas de enfermedad, la práctica médica y la estructura social; III. A la prevención y control de los problemas de salud; IV. Al conocimiento y evaluación de los efectos nocivos del ambiente en la salud; V. Al estudio de las técnicas y métodos que se recomienden o empleen para la prestación de servicios de salud, y VI. A la producción de insumos para la salud.","research for health; health products; laboratories; epidemiological surveillance; PABS-related readiness","Secretaría de Salud; instituciones de investigación","None identified","None identified","None identified","None identified","None identified","None identified","None identified","Indirect — definition includes prevention and control of health problems and evaluation of methods for health services; relevant for IHR surveillance and laboratory capacity","Direct — definition includes production of health inputs and prevention/control; directly relevant for Pandemic Agreement R&D, health products, vaccines, diagnostics and insumos para la salud","TBD_REVIEW","2014-04-02"
"MEX_PROV_RLGS_INV_ART005_001","MEX-015","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","regulation","5_regulation","federal","Art. 5","Las competencias a que se refiere el artículo anterior, quedarán distribuidas conforme a lo siguiente: A. Corresponde a la Secretaría: I. Emitir las normas técnicas a que se sujetará, en todo el territorio nacional, la realización de investigaciones para la salud y verificar su cumplimiento; II. Organizar y operar las actividades de investigación en sus unidades administrativas; III. Promover, orientar, fomentar y apoyar las actividades de investigación a cargo de los gobiernos de las entidades federativas; IV. Realizar, en lo que le competa y en coordinación con las Dependencias y Entidades correspondientes, la evaluación general de las actividades de investigación en todo el territorio nacional, y V. Coordinar la investigación dentro del marco del Sistema Nacional de Salud. B. En materia de Salubridad General, como autoridades locales, corresponde a los gobiernos de las entidades federativas, dentro de sus respectivas jurisdicciones: organizar, operar, supervisar y evaluar las actividades de investigación para la salud; formular y desarrollar sus programas de investigación. [Extraction note: article excerpt; manual review required]","research for health; federalism; coordination; health authority; sanitary authority","Secretaría de Salud; entidades federativas","Secretaría has power to issue technical standards for health research nationally and verify compliance; state governments have local authority for research governance","Secretaría must promote, guide and support state research activities; coordinate research within National Health System; states must report to federal authorities","None identified","Federal-state coordination for health research; evaluation by Secretaría of national research activities","None identified","None identified","None identified","Indirect — competence distribution for health research relevant for IHR laboratory capacity and surveillance coordination between federal and state levels","Direct — competence framework for R&D governance under Pandemic Agreement; directly relevant for domestic implementation of research obligations, especially Articles on R&D, technology transfer and preparedness","TBD_REVIEW","2014-04-02"
"MEX_PROV_RLGS_INV_ART007_001","MEX-015","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","regulation","5_regulation","federal","Art. 7","La coordinación de la investigación, dentro del marco del Sistema Nacional de Salud, estará a cargo de la Secretaría, a quien le corresponderá: I. Establecer y conducir la política nacional en materia de Investigación en Salud; II. Promover las actividades de investigación dentro de las instituciones que integran el Sistema Nacional de Salud; VI. Coadyuvar con las dependencias competentes a la regulación y control de transferencia de tecnología en el área de la salud; VIII. Promover e impulsar la participación de la comunidad en el desarrollo de programas de investigación. [Extraction note: article excerpt; manual review required for full list of fracciones]","research for health; technology transfer; coordination; health authority","Secretaría de Salud; Sistema Nacional de Salud","Secretaría has power to establish and lead national health research policy; coordinate technology transfer regulation in health","Secretaría must collaborate in regulating and controlling technology transfer in health area; promote community participation in research programs","None identified","Coordination within National Health System; collaboration with other competent federal agencies on technology transfer regulation","None identified","None identified","None identified","Indirect — national health research policy coordination relevant for IHR laboratory capacity; technology transfer provisions relevant for health technology access","Direct — Art. 7 frac. VI expressly mandates Secretaría to collaborate on technology transfer regulation in health; directly applicable to Pandemic Agreement technology transfer obligations, PABS and equitable access provisions","TBD_REVIEW","2014-04-02"
"MEX_PROV_RLGS_INV_ART011_001","MEX-015","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","regulation","5_regulation","federal","Art. 11","La Secretaría establecerá, de conformidad con los participantes, las bases de coordinación interinstitucionales e intersectoriales, así como las de carácter técnico de los convenios y tratados internacionales sobre investigación. De dichos instrumentos se enviará un informe a la Secretaría, el que deberá incluir, entre otros puntos, el origen y destino de los recursos financieros involucrados, inclusive los de aquellas investigaciones patrocinadas que estén relacionadas con el desarrollo de insumos, tecnologías y otros procesos aplicativos, susceptibles de patentes o desarrollo comercial, entre otros, que se realicen en seres humanos.","research for health; technology transfer; PABS-related readiness; biological samples; coordination; treaties","Secretaría de Salud; instituciones de investigación","Secretaría has power to establish technical bases for international research conventions and treaties","Entities must report to Secretaría on financial flows (origin and destination) in sponsored research involving health input development, technologies or commercially applicable processes; reporting includes research in human beings","Mandatory reporting to Secretaría on international research agreements; Secretaría establishes coordination bases for international research instruments","Interinstitutional and intersectoral coordination bases for international research treaties and conventions","None identified","None identified","Financial tracking of sponsored research including commercial development; relevant for benefit-sharing oversight","Indirect — international research coordination relevant for IHR laboratory capacity and pathogen information sharing","Direct — reporting on financial flows and benefit-sharing in sponsored research involving health inputs is directly applicable to PABS provisions and Pandemic Agreement Articles on R&D, technology transfer and equitable access; critical provision for benefit-sharing governance","TBD_REVIEW","2014-04-02"
"MEX_PROV_RLGS_INV_ART013_001","MEX-015","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","regulation","5_regulation","federal","Art. 13","En toda investigación en la que el ser humano sea sujeto de estudio, deberán prevalecer el criterio del respeto a su dignidad y la protección de sus derechos y bienestar.","research for health; ethics / informed consent; human rights safeguards","instituciones de investigación; comités de ética/investigación","None identified","In all research involving human subjects, criteria of respect for dignity and protection of rights and wellbeing must prevail","None identified","None identified","None identified","Dignity and protection of rights of human research subjects as paramount criterion; applicable to all research including pandemic-context research","None identified","Indirect — human rights protection in research relevant for IHR measures involving biological sampling and health data collection","Direct — dignity and rights protection of research subjects applies to clinical trials, vaccine research, PABS-related research and all Pandemic Agreement R&D involving human subjects","TBD_REVIEW","2014-04-02"
"MEX_PROV_RLGS_INV_ART014_001","MEX-015","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","regulation","5_regulation","federal","Art. 14","La investigación que se realice en seres humanos deberá desarrollarse conforme a las siguientes bases: I. Deberá adaptarse a los principios científicos y éticos que justifican la investigación médica; II. Se fundamentará en la experimentación previa realizada en animales, en laboratorios o en otros hechos científicos; IV. Deberán prevalecer siempre las probabilidades de los beneficiados esperados sobre los riesgos predecibles; V. Contará con el consentimiento informado del sujeto en quien se realizará la investigación; VI. Deberá ser realizada por profesionales de la salud con conocimiento y experiencia, bajo la responsabilidad de una institución de atención a la salud que actúe bajo la supervisión de las autoridades sanitarias competentes; VII. Contará con el dictamen favorable de los Comités de Investigación, de Ética en Investigación y de Bioseguridad, en los casos que corresponda; VIII. Se llevará a cabo cuando se tenga la autorización del titular de la institución y, en su caso, de la Secretaría. [Extraction note: article excerpt; manual review required]","research for health; ethics / informed consent; biological samples; health authority; laboratories","Secretaría de Salud; autoridades sanitarias; comités de ética/investigación; instituciones de investigación","Secretaría has authorization power for certain categories of human research","All research in human beings must comply with eight mandatory bases: scientific/ethical principles, prior animal experimentation, benefit-risk balance, informed consent, qualified researchers under institutional supervision, committee approval, and institutional/Secretaría authorization","Mandatory approvals by: Comité de Investigación, Comité de Ética en Investigación, Comité de Bioseguridad; institutional authorization; Secretaría authorization for specified categories","Institutional research ethics governance under Secretaría oversight","None identified","Informed consent; benefit-risk balance; dignity protection; researcher qualifications safeguard","None identified","Indirect — research ethics framework applicable to IHR-related epidemiological and laboratory research","Direct — comprehensive ethics and governance requirements for human research directly applicable to vaccine trials, clinical research, PABS collections and all Pandemic Agreement R&D obligations in Mexico","TBD_REVIEW","2014-04-02"
"MEX_PROV_RLGS_INV_ART016_001","MEX-015","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","regulation","5_regulation","federal","Art. 16","En las investigaciones en seres humanos se protegerá la privacidad del individuo sujeto de investigación, identificándolo sólo cuando los resultados lo requieran y éste lo autorice.","research for health; data protection; ethics / informed consent; human rights safeguards","instituciones de investigación","None identified","Privacy of human research subjects must be protected; identification only when required by results and authorized by the subject","None identified","None identified","None identified","Privacy protection of research subjects; identification limited to necessity and consent","None identified","Indirect — privacy protection in research relevant for IHR health data collection and reporting","Direct — privacy of research subjects directly applicable to Pandemic Agreement provisions on data protection, genomic data, PABS biological samples and confidentiality in research","TBD_REVIEW","2014-04-02"
"MEX_PROV_RLGS_INV_ART020_001","MEX-015","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","regulation","5_regulation","federal","Art. 20","Se entiende por consentimiento informado el acuerdo por escrito, mediante el cual el sujeto de investigación o, en su caso, su representante legal autoriza su participación en la investigación, con pleno conocimiento de la naturaleza de los procedimientos y riesgos a los que se someterá, con la capacidad de libre elección y sin coacción alguna.","research for health; ethics / informed consent; human rights safeguards; data protection","instituciones de investigación; comités de ética/investigación","None identified","Informed consent must be obtained in writing, with full knowledge of procedures and risks, with free choice and without coercion","Written informed consent procedure required for human research participation","None identified","None identified","Free and informed written consent; free choice; absence of coercion; full disclosure of risks and procedures","None identified","Indirect — informed consent applicable to IHR-related human sampling and health data collection","Direct — informed consent definition directly applicable to all Pandemic Agreement research, clinical trials, PABS sample collection and health emergency research in Mexico","TBD_REVIEW","2014-04-02"
"MEX_PROV_RLGS_INV_ART099_001","MEX-015","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","regulation","5_regulation","federal","Art. 99","En toda institución de salud en donde se realice investigación para la salud, bajo la responsabilidad de los directores o titulares respectivos y de conformidad con las disposiciones aplicables, se constituirán: I. Un Comité de Ética en Investigación en el caso de que realicen investigación en seres humanos; II. Un Comité de Bioseguridad encargado de determinar y normar al interior de la institución el uso de radiaciones ionizantes o de técnicas de ingeniería genética, con base en las disposiciones jurídicas aplicables, y III. Un Comité de Investigación, cuya integración será obligatoria para las instituciones de atención a la salud.","research for health; ethics / informed consent; biological samples; laboratories","Secretaría de Salud; instituciones de investigación; comités de ética/investigación","None identified","All health research institutions must establish: Ethics Committee, Biosafety Committee (for ionizing radiation and genetic engineering), and Research Committee; institutional heads are responsible","Mandatory institutional committee system; committees must be registered with Secretaría (Ethics Committee with CONBIOETICA)","National registration with CONBIOETICA for Ethics Committees","None identified","Ethics oversight as institutional safeguard for research subjects; biosafety oversight for genetic engineering techniques","None identified","Indirect — biosafety committee relevant for IHR laboratory biosafety and biorisk management capacity","Direct — institutional ethics and biosafety governance required for Pandemic Agreement R&D including genetic engineering techniques, pathogen handling and human subjects research","TBD_REVIEW","2014-04-02"
"MEX_PROV_RISS2025_ART005_001","MEX-016","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","regulation","5_regulation","federal","Art. 5","Para efectos de este Reglamento se entiende por: I. Aeronave: Toda máquina que transporte personas o carga y efectúe un viaje internacional; II. Aeropuerto: Área destinada total o parcialmente al transporte aéreo de personas y carga; III. Área Infestada: zona epidemiológicamente delimitada donde se haya comprobado la presencia de alguna enfermedad; IV. Carga: Todo objeto en tránsito internacional, comprendiéndose a los órganos, tejidos y cadáveres de seres humanos, así como a los contenedores; V. Embarcación: Todo vehículo de transporte marítimo, fluvial, lacustre o de naturaleza análoga que efectúe un viaje internacional; VI. Libre Plática: la autorización que se otorga a una embarcación o aeronave para entrar a un puerto; VII. Persona infectada: Aquella que padece una enfermedad transmisible objeto del Reglamento Sanitario Internacional; VIII. Sospechoso: persona que por proceder de área infestada probablemente padezca enfermedad objeto del RSI; XI. Viaje Internacional: El recorrido aéreo, marítimo o terrestre que se efectúa tocando cualquier punto fuera de México; XII. Visita médico-sanitaria: inspección a embarcación, aeronave o vehículo terrestre antes de iniciar o después de concluir un viaje internacional. [Extraction note: article excerpt; manual review required for full definitions list]","international health / sanitary control; points of entry; ports/airports/borders; conveyances; cargo/goods; travellers; epidemiological surveillance","Secretaría de Salud","None identified","None identified","None identified","None identified","None identified","None identified","None identified","Direct — definitions of aeronave, aeropuerto, carga (including human organs and cadavers), embarcación, persona infectada, sospechoso, viaje internacional, and visita médico-sanitaria directly correspond to IHR 2005 definitions (Art. 1) for points of entry, cargo, conveyances and travellers","Indirect — operational definitions relevant for border health measures and supply chain provisions of Pandemic Agreement","TBD_REVIEW","1985-02-18"
"MEX_PROV_RISS2025_ART009_001","MEX-016","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","regulation","5_regulation","federal","Art. 9","Para efectos de este Reglamento, se consideran documentos sanitarios internacionales los siguientes: I. La parte Sanitaria de la declaración general de aeronave; II. La declaración marítima de sanidad; III. El certificado de desratización o, en su caso, de exención de desratización; IV. Los certificados internacionales de vacunación, y V. Los demás que determine la Secretaría u otras disposiciones aplicables.","international health / sanitary control; points of entry; conveyances; certificates","Secretaría de Salud","Secretaría may determine additional international health documents","None identified","International health documentation system: aircraft sanitary declaration, maritime sanitary declaration, deratization certificate, international vaccination certificates","None identified","None identified","None identified","None identified","Direct — corresponds to IHR 2005 Annex 8 (aircraft general declaration health part), Annex 3 (maritime declaration of health), and IHR ship sanitation certificates; these are the domestic operational instruments for IHR documentation requirements","Indirect — health documentation system relevant for points of entry provisions and health measures for conveyances","TBD_REVIEW","1985-02-18"
"MEX_PROV_RISS2025_ART010_001","MEX-016","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","regulation","5_regulation","federal","Art. 10","La Secretaría publicará cada año en el Diario Oficial de la Federación y en la Gaceta Sanitaria la lista de Aeropuertos, puertos marítimos de altura y puestos fronterizos, en donde se lleve a cabo la vigilancia Sanitaria Internacional. En casos extraordinarios, se publicará cualquier cambio efectuado en dicha lista. La Secretaría proporcionará las listas a la Secretaría de Relaciones Exteriores, para que ésta a su vez la dé a conocer a las demás naciones.","points of entry; international health / sanitary control; ports/airports/borders; epidemiological surveillance; notification/reporting","Secretaría de Salud; SRE","Secretaría determines which airports, maritime ports and border crossings have international sanitary surveillance","Secretaría must publish annual list of international sanitary surveillance points; must notify SRE for international communication","Annual DOF/Gaceta Sanitaria publication of designated points of entry list; SRE communicates list to other nations","Coordination between Secretaría de Salud and SRE for international notification of designated entry points","None identified","None identified","None identified","Direct — IHR Art. 20 requires States Parties to designate airports and ports as points of entry and notify WHO; this provision is the domestic operational mechanism for that obligation","Indirect — designation of border health infrastructure relevant for points of entry provisions under Pandemic Agreement","TBD_REVIEW","1985-02-18"
"MEX_PROV_RISS2025_ART013_001","MEX-016","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","regulation","5_regulation","federal","Art. 13","Las enfermedades y riesgos objeto de vigilancia epidemiológica internacional son las siguientes: I. Influenza; II. Paludismo; III. Poliomielitis; IV. Tifo transmitido por piojo; V. Fiebre recurrente transmitida por piojo; VI. Enfermedades exóticas, considerándose como tales cualquier enfermedad nueva o no existente en el país, cuando represente un riesgo para la salud de la población; VII. Accidentes y desastres, cuando a juicio de la Secretaría afecten la sanidad internacional, y VIII. Cualquier otra que determine la Organización Mundial de la Salud o los tratados o convenciones internacionales.","epidemiological surveillance; international health / sanitary control; notification/reporting","Secretaría de Salud","None identified","None identified","International epidemiological surveillance list including exotic/novel diseases and any disease determined by WHO or international conventions","Dynamic reference to WHO determinations for disease list updates","None identified","None identified","None identified","Direct — list includes influenza, exotic diseases (novel pathogens), and any disease determined by WHO; directly relevant for IHR notification obligations for potential PHEICs; Art. 13 frac. VI and VIII are the operational bridge to IHR notification requirements","Direct — novel and exotic disease surveillance is core to Pandemic Agreement preparedness and early warning obligations; dynamic reference to WHO determinations aligns with Pandemic Agreement deference to WHO guidance","TBD_REVIEW","1985-02-18"
